,Date,Ozone_mean,Ozone_min,Ozone_max,Nitric oxide_mean,Nitric oxide_min,Nitric oxide_max,Nitrogen dioxide_mean,Nitrogen dioxide_min,Nitrogen dioxide_max,Nitrogen oxides as nitrogen dioxide_mean,Nitrogen oxides as nitrogen dioxide_min,Nitrogen oxides as nitrogen dioxide_max,Sulphur dioxide_mean,Sulphur dioxide_min,Sulphur dioxide_max,Carbon monoxide_mean,Carbon monoxide_min,Carbon monoxide_max,PM10 particulate matter (Hourly measured)_mean,PM10 particulate matter (Hourly measured)_min,PM10 particulate matter (Hourly measured)_max,Non-volatile PM10 (Hourly measured)_mean,Non-volatile PM10 (Hourly measured)_min,Non-volatile PM10 (Hourly measured)_max,Volatile PM10 (Hourly measured)_mean,Volatile PM10 (Hourly measured)_min,Volatile PM10 (Hourly measured)_max,PM2.5 particulate matter (Hourly measured)_mean,PM2.5 particulate matter (Hourly measured)_min,PM2.5 particulate matter (Hourly measured)_max,Non-volatile PM2.5 (Hourly measured)_mean,Non-volatile PM2.5 (Hourly measured)_min,Non-volatile PM2.5 (Hourly measured)_max,Volatile PM2.5 (Hourly measured)_mean,Volatile PM2.5 (Hourly measured)_min,Volatile PM2.5 (Hourly measured)_max,Modelled Wind Direction_mean,Modelled Wind Direction_min,Modelled Wind Direction_max,Modelled Wind Speed_mean,Modelled Wind Speed_min,Modelled Wind Speed_max,Modelled Temperature_mean,Modelled Temperature_min,Modelled Temperature_max
73,2021-07-01,52.63188398868458,1.3471,124.88093,10.669481303735024,0.16456,190.87714,18.051048217054262,0.30505,86.79754,34.41211501057082,0.94187,335.60637,,,,,,,16.28276002814919,1.546,67.025,,,,,,,7.766619519094767,0.0,25.0,,,,,,,178.16972222222222,0.3,358.7,3.2663888888888892,0.0,7.7,13.814722222222223,5.3,23.7
74,2021-08-01,52.99162088315218,1.3471,129.42115,8.118039380165289,0.0,118.70315,18.18791953168044,1.04919,84.32005,30.635405509641874,1.99417,232.74898,,,,,,,17.194689358372457,0.966,86.958,,,,,,,8.496206373292868,0.0,31.0,,,,,,,203.1985119047619,1.0,358.1,3.5458333333333334,0.0,9.6,15.859375,9.7,26.9
75,2021-09-01,47.142340477528094,0.6985,93.19919,10.842029803389831,0.0,131.67074,20.044519355932202,2.47919,81.62225,36.668732440677964,2.79167,244.22736,,,,,,,12.667124741557545,0.0,50.242,,,,,,,6.490427098674521,0.0,31.0,,,,,,,181.15153203342618,0.3,357.0,4.030222841225626,0.1,9.8,14.384679665738162,8.0,21.2
76,2021-10-01,50.764412053072625,0.59871,125.13039,14.12971632610217,0.03483,210.09081,25.15793531140658,2.74265,98.00772,46.68132241427571,2.7961,373.68421,,,,,,,16.224659678546473,0.097,50.242,,,,,,,9.583450210378682,0.0,38.0,,,,,,,187.31346749226006,1.1,357.9,3.7524767801857584,0.2,11.2,13.915170278637772,7.3,24.7
77,2021-11-01,44.42437419178082,0.59871,79.57854,12.178378676789588,0.0,245.99277,23.726378872017357,2.45105,67.45326,42.3996318076645,2.71984,413.36022,,,,,,,12.884411284840246,0.0,48.31,,,,,,,7.380300957592339,0.0,40.0,,,,,,,216.6300134589502,0.2,359.4,4.981965006729475,0.4,12.9,11.307133243607,5.2,17.7
78,2021-12-01,36.93066915254237,0.44903,74.73896,28.899920536344393,0.04692,320.7897,30.774787466478475,1.35503,82.04183,75.08738017642908,1.84304,561.55125,,,,,,,16.955129464285715,0.097,63.769,,,,,,,9.33805031446541,0.0,43.0,,,,,,,204.79555555555555,0.0,359.9,4.434027777777778,0.0,18.2,6.742916666666666,-2.0,12.4
79,2022-01-01,37.95340560875513,0.89807,84.76736,18.689206968048946,0.07064,321.62237,29.06412808293678,2.30238,78.30233,57.72051193745751,2.89647,564.43625,,,,,,,15.582546938775511,1.256,65.991,,,,,,,7.79343365253078,0.0,49.0,,,,,,,205.080376344086,2.9,359.5,5.60510752688172,0.7,12.9,6.604032258064516,-0.6,13.5
80,2022-02-01,33.59951701778386,0.44903,80.02757,48.72853214482759,0.1069,453.91598,35.58777726896552,1.77628,92.53414,110.30381737241379,2.04661,765.36528,,,,,,,23.704541565778854,0.0,98.552,,,,,,,14.445324881141046,0.0,85.0,,,,,,,224.33728129205923,2.5,357.5,4.140915208613728,0.1,12.1,3.939030955585464,-2.1,11.9
81,2022-03-01,62.323909923896494,1.14753,86.81295,5.493135442291491,0.14219,282.55362,17.915409258635215,1.41329,81.53329,26.338098761583822,1.7807,514.77613,,,,,,,17.291212717638153,0.29,80.484,,,,,,,5.9525993883792045,0.0,25.0,,,,,,,251.81597014925376,19.1,349.3,7.628805970149254,1.4,19.0,6.494029850746268,0.0,11.9
82,2022-04-01,50.96671598630137,0.49893,122.78544,15.966722328956461,0.10708,254.57262,32.541388659295094,2.61993,122.16468,57.02335410504492,4.21773,470.42267,,,,,,,25.763070028011203,0.29,82.417,,,,,,,13.477366255144032,0.0,52.0,,,,,,,140.19811827956988,1.1,359.1,5.045833333333333,0.0,10.7,6.549193548387097,-1.3,15.2
83,2022-05-01,61.71026502177069,1.29721,105.47275,12.679228843683084,0.0,178.23398,27.592027980014276,0.82214,95.64968,47.03324034975018,2.39696,335.51611,,,,,,,20.708537970191625,2.222,55.363,,,,,,,9.157742402315485,0.0,46.0,,,,,,,155.81810344827585,0.4,356.5,4.463649425287356,0.0,13.5,7.677586206896552,-3.0,18.4
84,2022-06-01,57.85870463768116,0.94796,92.40091,6.924028449074075,0.0,137.76493,19.33202900462963,2.34866,70.71174,29.948723819444442,2.56292,268.98328,,,,,,,17.20608352402746,2.899,52.465,,,,,,,7.1934477379095165,0.0,46.0,,,,,,,223.22862903225808,1.5,357.1,4.056317204301076,0.1,9.2,11.658467741935484,2.8,20.9
85,2022-07-01,57.61366800285307,1.06437,128.3734,8.695545067043048,0.0,113.01333,20.978615928016936,1.88957,94.0851,34.311598186309105,2.1048,230.24673,,,,,,,15.449515714285715,0.0,36.716,,,,,,,7.133047210300429,0.0,28.0,,,,,,,186.82543103448276,0.8,359.9,4.0375,0.0,10.1,13.578879310344828,5.3,25.7
86,2022-08-01,54.9426919020979,1.29721,148.28051,6.687198171070931,0.0,124.36512,18.791483497913767,1.47454,85.62663,29.045043789986092,1.605,246.67961,,,,,,,14.451604534005039,0.0,46.378,,,,,,,5.970358814352574,0.0,24.0,,,,,,,211.58472972972976,0.2,360.0,3.587162162162162,0.1,8.7,16.510675675675675,8.3,29.7
87,2022-09-01,59.98466931286549,1.09763,178.21601,7.634932244177841,0.0,109.87784,21.43765621030346,0.72051,92.78476,33.144388447424134,2.57278,195.79919,,,,,,,17.63041242937853,0.966,54.107,,,,,,,6.670118343195266,0.0,26.0,,,,,,,164.71551956815114,0.3,359.4,3.3508771929824563,0.1,7.1,17.29298245614035,8.4,28.2
88,2022-10-01,45.24414577211394,0.44903,113.95447,14.581106283185841,0.0,207.86862,24.160053119469026,2.30568,69.81453,46.5174366740413,2.30568,350.33635,,,,,,,15.710899129172713,0.0,50.242,,,,,,,6.341653666146646,0.0,35.0,,,,,,,191.13175487465182,0.1,360.0,3.7544568245125345,0.0,10.2,13.359192200557102,6.0,22.2
89,2022-11-01,41.085482277091906,0.34925,73.29208,12.152771481985043,0.0,150.0334,24.18852856560163,1.7047,64.84827,42.822517362338544,1.85281,273.22065,,,,,,,18.938424201223658,0.966,53.141,,,,,,,6.798076923076923,0.0,33.0,,,,,,,197.1063172043011,1.0,359.9,5.156854838709677,0.1,10.8,12.330510752688172,4.4,17.7
90,2022-12-01,39.50058929799427,0.49893,79.77811,15.492257174076864,0.0,316.18139,26.210374325546343,1.24654,71.44483,49.96483663149962,1.59971,547.55434,,,,,,,16.49691084945332,0.0,70.533,,,,,,,7.922610015174507,0.0,59.0,,,,,,,214.27943368107302,0.7,354.6,5.899701937406856,0.2,13.7,8.702086438152012,1.0,15.1
91,2023-01-01,29.81438516304348,0.24946,82.92134,35.006681597269626,0.07012,471.49926,34.27836633447099,1.44172,118.113,87.95452896928327,1.92477,818.02999,,,,,,,20.931914675767917,0.0,107.248,,,,,,,12.796042617960426,0.0,93.0,,,,,,,157.4289402173913,2.8,358.4,4.938315217391304,0.0,13.4,3.4676630434782605,-6.0,13.0
92,2023-02-01,43.1554145467033,0.19957,83.56994,19.53669325209444,0.13214,322.25425,27.283975643564357,0.50582,92.34342,57.23982031987814,1.0758,575.61786,,,,,,,18.831010629599348,0.0,105.316,,,,,,,9.995073891625616,0.0,97.0,,,,,,,219.91965006729473,0.8,359.4,5.647240915208613,0.0,15.0,4.4755047106325705,-3.8,11.9
93,2023-03-01,44.8633218597561,0.34925,81.22499,18.48630889757623,0.0,246.2984,27.603208545738855,1.64762,95.68252,55.94848608287725,1.90342,452.94027,,,,,,,21.983975,0.0,96.62,,,,,,,12.03206106870229,0.0,69.0,,,,,,,182.83122102009273,2.3,359.4,4.595363214837712,0.4,11.3,4.902782071097373,-2.3,10.9
94,2023-04-01,58.920512133712656,0.6486,90.90414,9.311487926490985,0.06343,133.54232,22.427980145631068,1.31061,80.43373,36.705395194174756,1.89417,285.19576,,,,,,,15.7731121751026,0.0,95.654,,,,,,,7.368421052631579,0.0,37.0,,,,,,,190.7366935483871,2.5,359.8,6.088844086021506,0.6,13.6,6.328360215053764,-2.3,13.9
95,2023-05-01,60.326428056338024,0.49893,107.56823,8.827369613492621,0.04269,154.89163,24.259368988053406,1.54502,81.98673,37.79447955024596,1.87252,295.4281,,,,,,,17.382103085553997,0.0,56.04,,,,,,,9.628691983122362,0.0,33.0,,,,,,,170.9,1.7,359.8,4.430543933054393,0.1,14.5,7.4281729428172945,-0.9,16.1
96,2023-06-01,63.80412593243243,1.39699,103.57683,7.579601170798899,0.08498,131.4559,19.54851329201102,0.65027,74.96387,31.170405633608812,0.97778,260.3151,,,,,,,17.456570735090153,0.0,72.465,,,,,,,7.76319350473613,0.0,58.0,,,,,,,140.16666666666666,0.0,359.9,3.912280701754386,0.0,8.5,11.184615384615384,2.4,19.0
97,2023-07-01,75.13774500723589,2.54452,162.44998,4.734010444444444,0.0,46.88373,14.978203230158728,0.99095,92.67353,22.23691711111111,1.2527,138.46841,,,,,,,19.336148355493354,1.932,79.228,,,,,,,6.862275449101796,0.0,18.0,,,,,,,160.78305555555556,0.2,359.9,3.7127777777777777,0.1,8.5,15.261111111111111,5.5,25.3
98,2023-08-01,53.8309638028169,37.36948,77.78241,4.829070995162405,0.08661,126.17381,12.132994630269524,0.26907,52.07264,19.53746595715273,0.67671,230.27893,,,,,,,13.689990483743061,0.0,74.397,,,,,,,,,,,,,,,,237.8700819672131,2.8,358.9,5.046174863387979,0.0,12.7,14.95792349726776,7.4,23.3
99,2023-09-01,49.32698346260388,0.29936,92.80005,5.902583295932679,0.0,137.97762,13.75314211079944,0.37835,57.65769,22.80364262973352,0.63788,256.57326,,,,,,,11.509744784422809,0.0,95.654,,,,,,,4.012195121951219,0.0,13.0,,,,,,,240.25710382513662,2.7,356.9,4.091530054644808,0.1,10.4,15.172267759562843,8.1,24.1
100,2023-10-01,51.70748714084507,1.26394,149.12868,8.566071249122807,0.0,187.28039,22.7134258245614,0.15162,84.56053,35.84788454736842,0.45275,332.6579,,,,,,,18.336516335227273,0.0,55.073,,,,,,,8.168079096045197,0.0,29.0,,,,,,,180.48978417266187,0.5,355.9,3.947482014388489,0.2,11.0,15.610791366906474,6.8,26.7
101,2023-11-01,39.75972670833333,1.29721,88.16005,11.09694491780822,0.06547,129.38851,22.749614993150686,1.75219,64.05096,39.76469266438356,2.02186,247.03437,,,,,,,14.13083515731874,0.0,51.209,,,,,,,6.509015256588072,0.0,24.0,,,,,,,194.14127198917456,0.7,359.3,4.681326116373477,0.2,12.7,11.57131258457375,3.1,21.0
102,2023-12-01,42.4074159486448,0.79828,81.87359,16.83049526093089,0.09991,218.24185,23.792764386459805,0.26643,76.18815,49.59916299717912,0.66241,391.22362,,,,,,,17.40128745519713,0.0,84.059,,,,,,,8.512265512265513,0.0,80.0,,,,,,,224.57250000000002,0.1,359.5,5.5193055555555555,0.0,15.7,7.421111111111111,-1.8,13.6
103,2024-01-01,48.79026739255014,1.29721,85.74858,12.37870965068493,0.0,292.22351,20.647388938356162,0.00896,76.55475,39.627811589041094,0.57815,495.35911,,,,,,,15.584182067077345,0.0,99.519,,,,,,,7.805825242718447,0.0,92.0,,,,,,,224.63306342780027,0.5,359.6,6.66855600539811,0.0,14.7,6.754251012145748,-3.7,12.1
